IdentifierType,IdentifierValue,AmortizedCost_USDEquivalent,MarketValue_USDEquivalent,AccountingIntent,TypeOfHedge,HedgedRisk,HedgeInterestRate,HedgePercentage,HedgeHorizon,HedgedCashFlow,Sidedness,HedgingInstrumentAtFairValue,EffectivePortionOfCumulativeGainsAndLosses,ASU2017-12HedgeDesignations
INTERNAL,ID-000216,623541.6726,526590.9712,EQ,2,4,3,0.0557,5/21/2025,3,1,1349615.27,225250.031,1
CUSIP,ID-000217,701548.3957,569077.086,EQ,1,4,4,0.4524,8/23/2032,1,1,1102786.568,260684.2474,3
SEDOL,ID-000218,1111620.887,432168.6436,AFS,2,1,5,0.6029,,4,2,1070644.023,272884.4945,1
SEDOL,ID-000219,586773.991,246114.2346,HTM,1,7,1,0.8786,2/14/2021,5,2,1133023.163,222157.5416,3
ISIN,ID-000220,686224.4597,483599.8343,HTM,1,11,3,0.364,10/6/2012,1,2,1134778.628,245288.2148,3
INTERNAL,ID-000221,645622.0964,524908.2077,AFS,2,9,1,0.4234,3/12/2009,3,1,1161431.039,280236.6956,1
ISIN,ID-000222,645745.6819,336888.9387,AFS,2,9,4,0.1476,10/13/2033,1,2,1944146.079,251521.5938,3
SEDOL,ID-000223,685586.3928,382376.525,HTM,1,3,3,0.4307,10/23/2035,1,1,1440865.117,314857.8526,3
CUSIP,ID-000224,752903.0304,577015.0279,EQ,2,1,3,0.9721,12/12/2035,4,1,1511011.985,290598.3098,1
ISIN,ID-000225,643655.8207,466973.8832,EQ,2,6,5,0.0596,2/28/2032,6,2,1190656.081,232910.1701,1
INTERNAL,ID-000226,673474.1964,620684.6906,EQ,2,1,5,0.1538,8/25/2009,5,2,1012461.201,244556.9167,2
CUSIP,ID-000227,669258.9951,229334.2192,HTM,2,4,4,0.132,5/26/2000,2,1,1121880.389,240934.0269,3
SEDOL,ID-000228,793981.3679,381058.0885,HTM,2,11,1,0.8147,4/4/2007,5,2,2491458.245,389080.857,1
INTERNAL,ID-000229,889953.9937,489090.1705,AFS,1,9,2,0.0459,12/13/2023,3,1,1299935.001,235904.9255,1
SEDOL,ID-000230,637401.8962,539369.6162,HTM,2,8,4,0.4227,5/16/2032,4,1,1110624.118,361665.7069,1
SEDOL,ID-000231,793444.7607,776630.3005,HTM,2,3,4,0.1555,3/18/2018,3,2,1693548.554,233661.451,2
CUSIP,ID-000232,682730.7569,537224.8725,AFS,2,10,2,0.297,11/14/2035,1,2,1066105.331,222043.1488,1
SEDOL,ID-000233,544651.7684,781000.8541,EQ,1,9,2,0.8237,9/24/2010,1,2,1161139.019,232909.8823,2
SEDOL,ID-000234,1088652.602,560121.5452,AFS,2,9,1,0.2653,3/31/2012,4,2,,230526.9106,2
ISIN,ID-000235,657068.047,718952.8599,EQ,2,3,3,0.2034,8/9/2031,6,2,1306272.033,230668.4602,3
CUSIP,ID-000236,694440.315,612939.3335,AFS,1,3,2,0.8594,4/16/2004,2,2,1463088.71,353218.335,2
CUSIP,ID-000237,871028.0347,,AFS,2,1,1,0.7971,11/26/2015,2,2,1692526.512,328128.1448,2
ISIN,ID-000238,604577.2411,640070.8264,EQ,2,10,4,0.2864,8/15/2008,2,2,1234104.336,223159.5928,1
ISIN,ID-000239,944513.0972,552646.327,EQ,2,2,5,0.2013,9/4/2015,6,1,1518892.367,297296.1056,1
SEDOL,ID-000240,885894.3524,492031.4,EQ,2,7,1,0.8631,4/6/2001,1,1,1266595.533,220810.3525,1
SEDOL,ID-000241,779667.7896,721711.3243,EQ,2,10,3,0.5164,1/3/2024,5,2,1143275.646,326973.7013,3
ISIN,ID-000242,541997.3034,569835.969,HTM,2,1,3,0.2335,9/11/2002,2,1,1228073.205,308677.6542,2
SEDOL,ID-000243,588652.1755,645158.2912,EQ,1,3,4,0.6821,11/25/2007,3,2,1366895.958,222946.4028,2
CUSIP,ID-000244,614553.3773,574573.6554,AFS,1,7,4,0.9707,,1,1,1673056.299,256060.4998,3
SEDOL,ID-000245,632033.1423,479057.4012,AFS,1,4,2,0.5885,11/18/2028,2,2,1046240.041,292517.0154,1
CUSIP,ID-000246,575902.6766,667943.5324,HTM,2,10,2,0.4817,12/12/2006,2,1,1759970.999,220179.3895,2
ISIN,ID-000247,927451.1706,424531.7384,EQ,1,1,5,0.077,2/13/2033,6,2,1157105.05,356037.3646,2
SEDOL,ID-000248,536746.5667,497012.8667,EQ,2,6,5,0.6458,3/2/2022,3,1,1507653.294,208129.1511,2
CUSIP,ID-000249,624015.1842,663233.6168,AFS,1,2,3,0.465,7/6/2004,4,1,1131153.469,301640.1525,2
SEDOL,ID-000250,532951.7199,581565.7119,EQ,2,7,3,0.6072,3/23/2007,5,1,1491068.096,223480.0987,2
ISIN,ID-000251,900905.2759,624163.2979,AFS,2,10,4,0.297,4/29/2015,5,1,1373871.406,217385.1137,2
CUSIP,ID-000252,731326.3985,397769.3154,HTM,2,2,3,0.0723,11/30/2004,2,2,1203297.021,390326.9812,2
CUSIP,ID-000253,532719.4683,402422.0855,AFS,1,7,2,0.2641,7/18/2027,3,2,1481477.766,263079.6446,3
SEDOL,ID-000254,829927.5193,379947.742,HTM,2,4,1,0.5611,10/15/2026,3,2,1212753.05,222852.3997,3
SEDOL,ID-000255,608228.3567,481962.3781,HTM,1,4,4,0.6432,11/18/2028,5,1,1196159.885,350907.7609,2
ISIN,ID-000256,787556.473,275618.8209,EQ,2,4,1,0.299,1/19/2018,3,2,1375862.576,245538.6582,1
INTERNAL,ID-000257,799288.7253,528503.0878,AFS,1,7,3,0.4452,9/16/2006,5,2,,350410.3743,3
INTERNAL,ID-000258,728512.9247,580820.8711,HTM,1,5,4,0.7887,5/4/2009,1,1,1028908.208,332232.1223,1
CUSIP,ID-000259,632103.6369,514809.026,HTM,1,10,1,0.0037,3/10/2029,6,1,1034262.902,205796.3806,3
CUSIP,ID-000260,994401.9154,602813.9488,EQ,2,8,3,0.3262,6/5/2033,5,1,1405254.813,220956.669,1
ISIN,ID-000261,567254.4496,412666.3609,EQ,2,11,3,0.6159,9/22/2004,5,1,1183329.178,290308.7971,2
INTERNAL,ID-000262,747439.2679,542241.5976,AFS,2,11,2,0.8018,12/30/2033,2,2,1104553.094,227962.2787,3
CUSIP,ID-000263,533015.3889,589430.0462,AFS,1,2,1,0.1834,8/14/2025,3,1,1414059.627,372041.9235,1
INTERNAL,ID-000264,538818.276,423482.6033,HTM,2,8,5,,11/23/2012,6,1,1831688.158,289815.5857,1
CUSIP,ID-000265,596671.0032,693078.9252,EQ,2,2,4,0.6516,9/12/2032,2,1,1334688.858,236338.0875,2
CUSIP,ID-000266,,696944.7936,EQ,1,8,1,0.9863,3/6/2021,5,2,1694554.912,343831.8951,1
CUSIP,ID-000267,664882.5976,547206.0759,AFS,2,10,5,0.9407,8/12/2008,1,1,1173858.772,238505.267,1
INTERNAL,ID-000268,593879.3152,744644.1811,EQ,1,10,3,0.6154,3/27/2033,5,1,1198899.252,257725.2489,2
SEDOL,ID-000269,521371.5356,406432.4703,EQ,1,9,3,0.753,4/27/2024,1,2,1293530.069,255270.6209,2
ISIN,ID-000270,601523.1862,386530.5671,EQ,1,3,3,0.4884,5/4/2029,1,2,1372757.398,483619.8427,3
INTERNAL,ID-000271,849910.4979,722535.6074,EQ,1,9,2,0.3603,8/5/2012,4,2,1147088.285,293338.3383,3
INTERNAL,ID-000272,721844.2499,424472.0091,HTM,2,4,2,0.9381,6/26/2018,2,1,1320194.408,281242.8301,1
CUSIP,ID-000273,716902.127,436753.4395,HTM,1,5,4,0.2556,,6,2,1115197.425,386269.9486,1
INTERNAL,ID-000274,711290.5336,383462.1686,AFS,2,7,5,0.6571,2/11/2018,3,1,1033139.37,223688.513,3
CUSIP,ID-000275,738773.4907,477943.5989,HTM,1,1,2,0.5844,1/19/2030,4,2,1149176.236,246862.1765,2
CUSIP,ID-000276,711245.6283,542633.6167,HTM,1,6,2,0.5396,6/2/2033,1,2,1147554.751,251119.8858,2
CUSIP,ID-000277,647025.9348,435463.9152,AFS,2,9,3,0.4891,5/20/2002,3,2,1045496.66,225619.0409,2
SEDOL,ID-000278,698547.808,755950.0724,AFS,1,7,4,0.7036,2/6/2010,2,2,1196270.126,254352.1787,1
CUSIP,ID-000279,621178.585,571731.0485,HTM,2,9,3,0.4326,3/16/2007,2,2,1938470.149,235578.5749,3
ISIN,ID-000280,610000.9722,252782.3875,EQ,1,9,4,0.1769,6/12/2017,6,1,1013426.554,278634.9506,2
SEDOL,ID-000281,586446.7116,594327.3438,EQ,2,5,4,0.2852,4/18/2007,2,1,1077735.837,-1504938.964,3
SEDOL,ID-000282,839533.4443,566073.6184,AFS,2,9,5,0.1237,12/4/2017,5,1,1019765.654,318310.0298,1
SEDOL,ID-000283,612909.2872,540441.5573,AFS,2,3,3,0.5499,6/18/2008,6,1,1129969.305,263193.0939,1
SEDOL,ID-000284,981600.0924,576464.0402,EQ,1,5,2,0.2451,12/3/2032,2,2,1312693.101,206710.7419,2
CUSIP,ID-000285,731347.7082,525849.2856,EQ,2,1,4,0.1529,1/19/2009,3,2,1270489.681,404956.9666,3
SEDOL,ID-000286,857547.0294,534465.7589,EQ,2,2,4,0.4257,7/20/2020,1,1,1018249.06,382399.567,3
INTERNAL,ID-000287,551415.2289,445191.5607,EQ,1,6,5,0.7102,3/19/2000,4,1,1429198.636,325614.6257,2
CUSIP,ID-000288,513164.1217,535740.9418,AFS,2,1,2,0.2094,1/3/2022,1,1,1332421.128,211474.4684,1
ISIN,ID-000289,643414.5357,461196.1381,HTM,1,3,2,0.0271,12/6/2026,3,2,1507645.79,278545.5275,3
INTERNAL,ID-000290,549377.1667,651886.1447,AFS,2,9,1,0.3947,8/29/2003,4,1,1619849.017,322668.4475,3
INTERNAL,ID-000291,948276.3346,408936.3227,AFS,2,10,5,0.2692,12/1/2031,6,2,1183512.265,371265.7957,1
ISIN,ID-000292,735478.0264,517280.7701,AFS,1,1,1,0.754,4/3/2024,5,1,1251112.536,214356.5409,1
INTERNAL,ID-000293,694813.0113,300292.1652,HTM,2,9,1,0.1433,3/10/2014,3,1,1266728.955,247926.4585,2
SEDOL,ID-000294,594098.0638,584348.2008,EQ,1,3,5,0.8025,7/23/2026,6,1,1200897.401,283131.712,3
INTERNAL,ID-000295,630581.3516,499606.2814,AFS,2,8,5,0.5168,3/16/2012,5,1,1414712.024,260178.8891,3
INTERNAL,ID-000296,802019.8187,526877.1499,EQ,1,6,1,0.984,4/23/2024,1,2,1537458.284,227290.2963,2
CUSIP,ID-000297,533587.3342,375160.0573,HTM,1,1,3,0.1605,7/13/2016,5,1,1225273.154,295220.7499,1
CUSIP,ID-000298,605691.1578,492544.4438,EQ,1,2,1,0.9002,11/18/2023,1,1,1271743.99,209182.6419,1
ISIN,ID-000299,835370.2546,533431.0273,AFS,1,2,4,0.0596,3/2/2019,6,2,1074227.223,287972.78,1
INTERNAL,ID-000300,682927.3187,314699.9634,AFS,2,4,1,0.5862,,3,1,1064480.093,319417.2026,3
INTERNAL,ID-000301,534252.7049,437352.6426,AFS,2,1,1,0.1208,7/30/2026,5,1,1063913.272,239567.7975,1
ISIN,ID-000302,568330.0597,544032.9964,EQ,2,7,5,0.5396,3/15/2007,6,2,1558827.912,356154.2343,2
INTERNAL,ID-000303,940915.2032,677282.5502,HTM,1,7,3,0.7925,2/12/2026,4,2,1256461.445,220952.8177,2
ISIN,ID-000304,609717.8469,600071.6398,AFS,2,9,5,0.7416,3/2/2013,5,1,1285983.998,264194.9082,1
CUSIP,ID-000305,659700.7535,,AFS,2,5,5,0.5266,11/18/2007,4,1,1011306.471,416093.812,1
INTERNAL,ID-000306,625068.4306,256334.5213,EQ,1,11,2,0.6921,1/15/2004,4,1,1015170.121,203006.6845,1
SEDOL,ID-000307,753173.1041,499656.2215,EQ,1,4,3,0.3594,11/29/2007,1,2,1139327.48,273716.649,1
INTERNAL,ID-000308,774194.756,586555.8003,AFS,2,3,5,0.3428,8/17/2012,6,2,1870144.89,512321.8058,1
CUSIP,ID-000309,743387.1111,548289.7999,AFS,2,6,1,0.4221,6/1/2000,1,2,1703456.4,400510.2468,1
SEDOL,ID-000310,801332.9309,379247.949,EQ,2,1,4,0.3105,8/18/2007,4,2,1162554.511,343144.7478,3
CUSIP,ID-000311,903915.0776,621628.9713,AFS,1,11,1,0.7246,6/24/2008,3,2,1102415.581,231548.4783,1
CUSIP,ID-000312,1003885.039,434217.9146,HTM,2,4,1,0.6789,9/11/2012,5,2,-4155316.568,255541.9728,2
INTERNAL,ID-000313,911381.5671,806319.9888,EQ,2,2,5,0.8716,1/27/2018,5,2,1063418.739,240469.7425,2
ISIN,ID-000314,932197.0174,310402.2452,EQ,2,9,1,0.7163,6/1/2024,6,2,1425265.105,330333.9031,2
INTERNAL,ID-000315,616363.6763,656586.9473,EQ,1,10,5,0.5859,11/12/2005,3,2,1433964.59,310588.8126,3
ISIN,ID-000316,651172.4102,525179.171,HTM,2,3,1,0.5505,12/8/2031,1,2,1259400.487,227007.2308,1
ISIN,ID-000317,834901.785,421921.2242,EQ,1,1,5,0.0568,4/23/2027,2,1,1390228.449,228461.92,3
INTERNAL,ID-000318,573225.3337,385286.3631,HTM,1,11,4,,8/13/2015,6,1,1121520.843,246229.2806,1
ISIN,ID-000319,1132316.949,443078.9923,AFS,2,5,3,0.9865,,4,2,1231401.399,209604.4681,1
SEDOL,ID-000320,718388.9751,559353.451,EQ,2,2,2,0.015,2/6/2012,5,1,1144917.174,345548.6531,1
INTERNAL,ID-000321,604628.7762,387525.2163,HTM,1,10,2,0.9031,4/10/2027,2,1,1869543.331,241497.2759,3
INTERNAL,ID-000322,601766.2564,382198.5051,HTM,1,6,4,0.0413,6/6/2006,6,1,1557974.74,334684.1256,3
CUSIP,ID-000323,,432473.8727,EQ,2,2,5,0.8759,10/30/2012,3,1,1366633.136,286254.7722,2
SEDOL,ID-000324,658900.8849,379220.2156,HTM,2,4,5,0.1988,5/22/2006,2,2,1234910.764,362076.4027,1
CUSIP,ID-000325,629251.2029,608308.724,AFS,2,7,4,0.7555,12/12/2013,5,2,1747914.589,339337.4097,3
ISIN,ID-000326,578759.5199,485937.1881,HTM,2,6,3,0.5439,10/28/2027,3,2,1492441.833,270049.5264,1
ISIN,ID-000327,598818.3489,706136.1173,EQ,1,7,3,0.3468,4/16/2016,4,2,1597546.416,231003.7769,2
ISIN,ID-000328,741476.0744,561028.556,EQ,2,6,1,0.6148,10/4/2017,4,2,1142035.211,224804.3966,2
SEDOL,ID-000329,748830.0139,445466.851,AFS,2,9,2,0.3533,8/23/2005,5,2,1038595.925,217812.071,2
CUSIP,ID-000330,691597.4375,528903.245,EQ,2,9,4,0.2504,2/4/2010,3,2,1603300.576,233550.2918,1
CUSIP,ID-000331,526977.5713,632389.5158,HTM,1,5,1,0.0669,9/7/2016,3,2,1152387.455,212357.4828,3
ISIN,ID-000332,640264.3245,469175.6706,AFS,2,3,2,0.6584,11/9/2019,3,2,1171610.534,279811.1471,1
SEDOL,ID-000333,1492845.653,481713.6118,HTM,2,10,5,0.5001,3/30/2028,5,1,1213325.507,211368.9853,3
SEDOL,ID-000334,731990.0976,447003.8624,EQ,2,3,1,0.2467,11/3/2009,5,2,1465496.466,216371.8186,3
INTERNAL,ID-000335,1038845.332,431735.1086,HTM,1,11,5,0.2275,4/20/2021,4,2,1578920.906,225053.0399,1
INTERNAL,ID-000336,782633.2619,,EQ,2,9,4,0.501,10/15/2003,5,1,1127935.973,255500.1601,3
ISIN,ID-000337,610364.174,514762.6853,AFS,1,9,4,0.2114,9/5/2031,3,1,1137083.368,267557.7899,3
SEDOL,ID-000338,677432.8155,547731.2262,EQ,2,6,3,0.6216,10/22/2012,4,1,1300829.444,,2
SEDOL,ID-000339,640573.1663,614713.348,HTM,1,1,1,0.2245,12/14/2023,1,1,2028139.969,359094.7599,3
CUSIP,ID-000340,744391.2999,456387.9193,AFS,2,8,5,0.7255,11/17/2005,2,1,1065007.61,368020.0633,1
SEDOL,ID-000341,870406.1164,503359.2441,HTM,1,8,5,0.2733,9/22/2006,3,2,1395827.06,241839.2571,3
ISIN,ID-000342,598563.101,561736.7806,AFS,1,11,2,0.3219,5/19/2032,4,1,1110611.864,223994.2231,2
CUSIP,ID-000343,576645.692,529758.0979,EQ,2,1,4,0.8048,12/26/2005,4,2,1093305.406,293016.4779,2
INTERNAL,ID-000344,591286.3189,466280.7105,HTM,2,3,4,0.1971,3/26/2004,2,1,1599179.776,316165.4212,2
INTERNAL,ID-000345,552724.8266,511963.8176,EQ,2,7,3,0.9675,1/27/2019,4,2,,219282.83,3
ISIN,ID-000346,623378.1711,692407.7787,HTM,1,8,4,0.4809,7/29/2028,2,2,1028314.379,210122.6644,3
SEDOL,ID-000347,519039.3698,576374.1807,EQ,1,11,1,0.8531,8/5/2014,6,2,1356639.409,275558.851,2
SEDOL,ID-000348,577559.8019,461121.1018,HTM,1,8,2,0.0803,11/8/2007,2,2,1066273.335,215347.1978,1
ISIN,ID-000349,636316.2135,447355.0566,EQ,2,10,4,0.4094,7/14/2010,3,1,1023296.849,247724.9961,2
INTERNAL,ID-000350,920175.4048,583933.6249,EQ,1,5,4,0.3852,10/13/2001,5,2,1490648.203,216961.615,3
ISIN,ID-000351,758291.8344,599664.3172,HTM,1,11,4,0.1842,2/15/2018,6,2,1633429.955,338516.3044,1
ISIN,ID-000352,547407.7006,554470.9862,EQ,2,7,4,0.4273,2/21/2014,3,2,1763432.821,204351.4653,1
INTERNAL,ID-000353,759414.723,299271.8358,AFS,1,6,1,0.1655,12/1/2005,3,2,1516552.501,233649.6035,1
CUSIP,ID-000354,663339.2751,594436.8318,HTM,2,7,3,0.6344,12/5/2014,2,2,1444343.66,324409.8137,1
INTERNAL,ID-000355,536161.9599,448839.7182,AFS,1,3,1,0.8258,4/18/2006,1,1,1175389.305,306074.0531,2
SEDOL,ID-000356,764806.5104,224973.9938,EQ,1,8,5,0.0446,6/29/2022,4,1,1086914.557,412320.6571,1
ISIN,ID-000357,546287.0473,614907.8209,HTM,2,8,1,0.9441,4/15/2003,5,1,1234376.298,209603.0939,3
CUSIP,ID-000358,759983.7394,413758.4795,HTM,2,10,1,0.8465,10/3/2017,4,1,1094397.582,369962.0334,3
ISIN,ID-000359,959709.5508,540260.8205,AFS,2,2,3,0.0137,7/2/2015,4,1,1313201.091,268505.1988,3
SEDOL,ID-000360,,543536.5388,AFS,1,1,3,0.6102,4/10/2034,6,2,1073680.575,246562.1635,2
ISIN,ID-000361,555941.5835,503108.6767,EQ,1,2,3,0.0735,8/25/2011,1,1,1253622.194,318094.4432,2
INTERNAL,ID-000362,854302.383,364356.1218,EQ,2,10,1,0.9494,11/4/2000,6,1,1206760.675,285636.6334,3
SEDOL,ID-000363,538667.8572,331223.4177,AFS,1,6,5,0.803,4/23/2024,2,1,1196316.227,246995.2835,3
ISIN,ID-000364,835522.628,474486.9636,HTM,1,11,1,0.5768,6/6/2031,5,2,1147722.73,420557.3747,3
CUSIP,ID-000365,,596609.8676,EQ,1,9,5,0.6568,3/31/2024,1,1,1255125.968,421946.1636,3
INTERNAL,ID-000366,902666.6624,511476.0293,AFS,1,7,3,0.7292,3/12/2001,4,2,1084608.725,248881.396,1
SEDOL,ID-000367,676991.9855,352533.6294,EQ,1,4,4,0.2334,3/9/2026,5,2,2041331.774,301627.3117,1
ISIN,ID-000368,522442.7316,467433.6501,HTM,1,1,2,0.2161,3/17/2004,5,2,1144613.45,339109.6614,1
INTERNAL,ID-000369,632903.4434,427568.9739,HTM,2,2,2,0.3187,1/17/2023,5,1,1153567.227,372677.2918,2
INTERNAL,ID-000370,934864.8272,700051.1558,AFS,1,9,5,0.1647,9/29/2009,3,2,1156575.063,248506.2515,1
CUSIP,ID-000371,603638.9699,507787.2434,EQ,1,6,5,0.517,5/11/2029,5,1,1315734.945,238141.9076,2
CUSIP,ID-000372,733503.3656,455234.9574,EQ,2,2,2,0.7501,7/26/2030,6,2,1036832.142,241034.6905,2
CUSIP,ID-000373,630829.7995,471423.4893,EQ,1,10,4,0.1311,12/27/2034,5,2,1245486.102,262641.1109,1
SEDOL,ID-000374,632211.5327,512115.6606,AFS,2,4,1,0.6914,12/19/2033,2,2,1153349.455,252355.7253,2
SEDOL,ID-000375,784100.73,554557.7473,EQ,1,10,3,0.1326,3/12/2016,3,2,1233408.281,387961.5404,2
ISIN,ID-000376,1100083.429,496722.0245,HTM,1,11,4,0.2398,4/25/2031,1,2,1974890.932,437733.1466,1
ISIN,ID-000377,539193.2516,615081.4484,EQ,1,11,2,0.6016,8/7/2005,6,1,1214150.353,,2
SEDOL,ID-000378,938606.2889,656340.9671,AFS,2,3,3,0.0251,2/19/2022,5,2,1126298.478,228867.0353,3
CUSIP,ID-000379,720282.4684,554372.3756,HTM,2,3,3,0.8769,5/3/2000,3,2,1468407.117,352352.2571,2
SEDOL,ID-000380,538684.1597,305167.5855,HTM,1,1,2,0.2324,1/17/2006,1,1,1394042.904,310101.8841,3
SEDOL,ID-000381,636040.3212,617117.3905,AFS,1,4,5,0.5578,7/18/2017,4,1,1283739.662,285325.809,2
SEDOL,ID-000382,815201.4015,430003.1738,EQ,1,7,3,0.2998,8/10/2013,6,2,1112028.442,,1
ISIN,ID-000383,796470.7431,637291.1683,AFS,2,8,3,0.0134,10/31/2016,3,2,1341057.427,302354.5278,1
CUSIP,ID-000384,841387.293,630736.3602,HTM,1,8,1,0.4143,4/8/2029,2,2,1367969.196,313113.3352,3
ISIN,ID-000385,697671.3832,449263.9497,AFS,2,10,5,0.2595,8/27/2017,4,2,1401352.513,462782.8208,2
SEDOL,ID-000386,864315.8074,362365.2842,EQ,2,4,3,0.6077,5/25/2004,4,1,1092114.291,222627.5299,2
SEDOL,ID-000387,520795.0637,794239.6201,HTM,1,7,5,0.8588,9/5/2007,5,1,1375237.117,253328.468,3
CUSIP,ID-000388,617494.9474,396704.9892,EQ,1,3,4,0.1703,1/19/2029,3,1,1076368.282,294704.2889,1
CUSIP,ID-000389,,585590.5602,EQ,1,9,3,0.3708,2/25/2001,1,1,1118009.427,230266.5501,1
SEDOL,ID-000390,666584.2344,511443.8086,HTM,2,10,2,0.7794,1/1/2001,4,1,1008451.116,280421.2652,1
ISIN,ID-000391,608986.3953,453004.9401,HTM,2,5,1,0.7914,8/6/2017,5,2,1203284.819,237674.9198,3
CUSIP,ID-000392,1184402.131,389821.1786,HTM,1,6,1,0.8348,6/23/2026,3,1,1668271.308,212901.0667,1
CUSIP,ID-000393,625555.2503,816052.7614,AFS,2,1,5,0.2749,12/3/2016,3,2,1218263.212,273870.1598,2
SEDOL,ID-000394,821649.4612,459246.6106,HTM,1,4,1,0.6908,1/30/2031,1,2,1179936.384,236373.1695,3
INTERNAL,ID-000395,725883.3454,622021.9733,HTM,2,7,3,0.0124,9/14/2018,1,2,1493026.054,243910.4757,1
INTERNAL,ID-000396,717682.023,407136.7191,AFS,1,9,2,0.6135,12/14/2001,4,2,1440152.096,232342.2118,2
CUSIP,ID-000397,610751.0174,583439.9604,AFS,2,9,4,0.0431,7/20/2033,1,2,1209619.454,221434.3925,3
SEDOL,ID-000398,615082.5447,845412.1216,HTM,1,8,2,0.0829,11/5/2023,4,1,1171534.427,370114.9743,2
SEDOL,ID-000399,640395.2682,323715.2162,HTM,2,8,4,0.2543,2/14/2030,1,2,1093173.348,249127.4631,2
INTERNAL,ID-000400,513487.5762,670339.8946,EQ,2,2,5,0.6521,2/3/2021,1,2,2130461.357,266222.5719,1
ISIN,ID-000401,787435.376,562071.1553,EQ,1,7,4,0.7937,2/22/2013,1,2,1303927.168,338413.2375,3
INTERNAL,ID-000402,897500.2536,499088.4282,AFS,1,6,2,0.3654,11/11/2029,1,1,1114288.959,299868.9299,1
SEDOL,ID-000403,620897.4918,531373.5562,AFS,2,8,5,0.8693,8/4/2028,5,2,1096585.319,307883.8801,3
ISIN,ID-000404,897077.783,526247.6327,HTM,1,5,1,0.1355,11/2/2027,2,2,1291889.902,331741.375,2
CUSIP,ID-000405,654828.8702,595755.6093,HTM,2,7,2,0.8767,6/14/2011,4,2,1444340.383,,2
INTERNAL,ID-000406,561404.9758,272066.519,EQ,2,10,5,0.2097,7/9/2005,4,1,1553391.763,377331.6369,2
INTERNAL,ID-000407,596341.4919,561751.6681,EQ,2,9,4,0.8244,8/11/2009,3,1,1246352.234,233257.1827,3
SEDOL,ID-000408,618946.2199,541753.7586,HTM,1,7,1,0.7811,5/10/2023,4,2,1149334.033,288041.6267,1
SEDOL,ID-000409,,738473.6479,EQ,2,3,2,,3/12/2023,4,1,1199069.06,,1
SEDOL,ID-000410,526160.8633,585933.5104,AFS,1,10,3,0.885,8/14/2022,4,2,1259917.401,279184.5192,2
ISIN,ID-000411,672736.7022,576669.6513,EQ,1,5,4,0.6958,9/29/2001,1,2,1026867.182,203735.663,1
CUSIP,ID-000412,671144.8794,317629.503,AFS,1,1,2,0.9067,8/30/2034,3,2,1226668.884,357135.3826,1
INTERNAL,ID-000413,756460.8973,469617.8348,EQ,2,9,2,0.7423,11/5/2025,2,2,1281813.444,239783.917,3
INTERNAL,ID-000414,819937.9252,508947.307,EQ,2,7,1,,11/9/2016,5,1,1240679.379,250616.9262,2
SEDOL,ID-000415,633854.547,503915.706,AFS,2,2,4,0.0117,3/7/2027,1,1,1036889.356,261553.04,3
ISIN,ID-000416,592691.4854,723518.0197,AFS,2,4,1,0.9798,4/21/2011,1,2,1394371.724,218445.2572,3
INTERNAL,ID-000417,633980.8593,331927.1786,HTM,2,5,1,0.3059,12/18/2002,3,1,1210053.853,363448.5242,1
SEDOL,ID-000418,726851.8075,621270.2058,EQ,1,10,1,0.5281,9/4/2018,5,2,1253193.122,262390.3247,3
ISIN,ID-000419,680760.8099,484023.5419,HTM,2,3,4,0.0178,2/18/2017,4,2,1471682.51,357113.7436,2
INTERNAL,ID-000420,721849.2091,387398.8703,AFS,2,4,3,0.8815,7/28/2017,2,1,1424438.8,296924.8297,2
CUSIP,ID-000421,552046.2052,650473.3824,EQ,1,3,4,0.0171,5/19/2024,6,1,1151393.485,265881.1585,2
CUSIP,ID-000422,805893.3622,489136.7886,AFS,2,11,5,0.0383,5/3/2026,3,1,1154291.331,210064.1887,1
INTERNAL,ID-000423,755577.7045,469522.6563,EQ,2,6,2,0.5471,11/19/2031,3,2,1274038.103,251504.8837,3
SEDOL,ID-000424,545664.0889,623526.1854,AFS,2,6,5,0.224,5/11/2015,5,2,1615119.744,231138.9557,2
CUSIP,ID-000425,646704.0924,425353.1607,AFS,1,11,5,0.0466,10/24/2035,1,1,1477101.392,219863.7495,1
CUSIP,ID-000426,836812.9821,399350.5068,HTM,2,9,5,0.0503,6/14/2015,2,1,1029669.8,305337.3761,1
INTERNAL,ID-000427,653221.787,620816.317,EQ,1,7,1,0.3449,10/19/2014,2,2,1494599.121,,1
INTERNAL,ID-000428,724545.6704,476297.5947,HTM,1,2,5,0.3128,6/24/2018,2,2,1175157.42,225177.055,1
SEDOL,ID-000429,,382585.2693,EQ,2,3,5,0.8232,12/9/2021,3,1,1479390.261,272836.0374,2
ISIN,ID-000430,644081.4896,349839.5676,EQ,2,3,1,0.4674,5/19/2006,1,1,1337585.902,263314.8081,2
INTERNAL,ID-000431,589609.7652,437738.5682,AFS,1,7,3,0.9849,1/14/2027,2,1,1181527.808,414021.4965,1
INTERNAL,ID-000432,809503.4677,503287.3551,HTM,2,9,4,0.244,10/23/2002,2,2,1103432.363,258784.5478,1
INTERNAL,ID-000433,564492.2531,252928.1686,EQ,1,1,1,0.6941,4/22/2031,3,1,1262548.076,262857.7749,2
SEDOL,ID-000434,545138.4881,575543.3526,AFS,1,5,2,0.4616,1/27/2025,4,1,1338172.067,,2
